Time Scaled,S0 CASSCF 2R,S1 CASSCF 2R,S0 CASSCF 2R Scaled,S1 CASSCF 2R Scaled,S0 CASSCF 2R Scaled CASPT2,S1 CASSCF 2R Scaled CASPT2,S0 CASSCF Energy,S1 CASSCF Energy,S2 CASSCF Energy,S0 CASPT2 Energy,S1 CASPT2 Energy,S2 CASPT2 Energy,Scaled S0 CASSCF Energy,Scaled S1 CASSCF Energy,Scaled S2 CASSCF Energy,Scaled S0 CASPT2 Energy,Scaled S1 CASPT2 Energy,Scaled S2 CASPT2 Energy,S0 Mulliken Charge,S1 Mulliken Charge,S2 Mulliken Charge,Oscillator Strength S0S1,Oscillator Strength S0S2,Oscillator Strength S1S2,Reactive TORS,Reactive HOOP,HOOP in phase,TAU overlap,full-BLA,beta-BLA,rpsb-BLA
72.4911,-869.14365144,-869.073280937,23.1,67.3,15.9,46.1,-869.139866,-869.070907,-869.036169,-871.901482,-871.842559,-871.813248,25.7,68.9,90.7,13.3,50.3,68.7,0.4292,0.4295,0.6186,1.315113,0.489580,0.221063,-31.437000000000012,-34.474999999999994,1.5189999999999912,-32.956,-0.020,-0.002,-0.019
73.6993,-869.141122939,-869.072455444,24.7,67.8,16.9,46.5,-869.136766,-869.070236,-869.033354,-871.898836,-871.841451,-871.810371,27.6,69.4,92.5,15.0,51.0,70.5,0.4174,0.4331,0.6152,1.288455,0.496986,0.238516,-31.73599999999999,-34.464,1.3640000000000043,-33.099999999999994,-0.027,-0.008,-0.027
74.9075,-869.138198005,-869.07163267,26.6,68.3,18.2,46.8,-869.133428,-869.069498,-869.030562,-871.895918,-871.840312,-871.807308,29.7,69.8,94.3,16.8,51.7,72.4,0.4123,0.4333,0.6142,1.250591,0.502698,0.258314,-32.048,-34.46100000000001,1.2065000000000055,-33.25450000000001,-0.033,-0.015,-0.028
76.1157,-869.134962777,-869.070837436,28.6,68.8,19.6,47.2,-869.130653,-869.069298,-869.028635,-871.893560,-871.839939,-871.804955,31.5,70.0,95.5,18.3,52.0,73.9,0.4163,0.4281,0.6168,1.202975,0.501481,0.278791,-32.373999999999995,-34.47999999999999,1.0529999999999973,-33.42699999999999,-0.039,-0.023,-0.022
77.3239,-869.132169249,-869.070717403,30.4,68.9,20.8,47.2,-869.128952,-869.069950,-869.028070,-871.892216,-871.840777,-871.803815,32.5,69.5,95.8,19.2,51.4,74.6,0.4316,0.4170,0.6229,1.145176,0.491126,0.299802,-32.71199999999999,-34.536,0.9120000000000061,-33.623999999999995,-0.045,-0.033,-0.010
78.5321,-869.130297432,-869.071620468,31.5,68.3,21.6,46.8,-869.127815,-869.070685,-869.028196,-871.891156,-871.842015,-871.803203,33.2,69.1,95.7,19.8,50.7,75.0,0.4569,0.4011,0.6317,1.078548,0.472515,0.321281,-33.06700000000001,-34.638000000000005,0.785499999999999,-33.852500000000006,-0.049,-0.043,0.008
79.7402,-869.128809722,-869.072785075,32.5,67.6,22.2,46.3,-869.126957,-869.071077,-869.028672,-871.889963,-871.843125,-871.802844,33.8,68.8,95.4,20.6,50.0,75.2,0.4887,0.3835,0.6405,1.006811,0.450914,0.344335,-33.441,-34.78999999999999,0.6744999999999948,-34.1155,-0.053,-0.053,0.030
80.9484,-869.127460521,-869.073721825,33.3,67.0,22.8,45.9,-869.126550,-869.071299,-869.029329,-871.888849,-871.843985,-871.802732,34.0,68.7,95.0,21.3,49.4,75.3,0.5194,0.3694,0.6470,0.940762,0.432996,0.367613,-33.839,-34.99799999999999,0.5794999999999959,-34.418499999999995,-0.055,-0.063,0.053
82.1566,-869.12653895,-869.074464369,33.9,66.6,23.2,45.6,-869.126170,-869.071063,-869.029749,-871.887503,-871.844097,-871.802486,34.3,68.8,94.8,22.1,49.4,75.5,0.5453,0.3611,0.6503,0.884817,0.423805,0.390805,-34.268,-35.25800000000001,0.49500000000000455,-34.763000000000005,-0.056,-0.070,0.073
83.3648,-869.125700974,-869.074622057,34.4,66.5,23.6,45.5,-869.126228,-869.070986,-869.030354,-871.886650,-871.844101,-871.802667,34.2,68.9,94.4,22.6,49.3,75.3,0.5637,0.3589,0.6506,0.844393,0.425172,0.412560,-34.73400000000001,-35.56800000000001,0.4170000000000016,-35.15100000000001,-0.056,-0.076,0.089
84.5730,-869.125455016,-869.074778159,34.6,66.4,23.7,45.5,-869.126010,-869.070638,-869.030488,-871.885967,-871.843500,-871.802724,34.4,69.1,94.3,23.1,49.7,75.3,0.5711,0.3632,0.6486,0.829187,0.438286,0.428108,-35.24199999999999,-35.917,0.3375000000000057,-35.579499999999996,-0.056,-0.079,0.097
85.7812,-869.125133159,-869.074416606,34.8,66.6,23.8,45.6,-869.125864,-869.070404,-869.030589,-871.885940,-871.842982,-871.803136,34.5,69.3,94.2,23.1,50.1,75.1,0.5689,0.3721,0.6456,0.835905,0.460335,0.437040,-35.79400000000001,-36.29900000000001,0.2524999999999977,-36.04650000000001,-0.055,-0.079,0.098
86.9893,-869.125048067,-869.074022754,34.8,66.8,23.9,45.8,-869.126148,-869.070587,-869.031067,-871.886958,-871.843039,-871.804323,34.3,69.1,93.9,22.5,50.0,74.3,0.5592,0.3843,0.6425,0.861591,0.487821,0.435940,-36.389999999999986,-36.70599999999999,0.15800000000000125,-36.54799999999999,-0.054,-0.078,0.090
88.1975,-869.125512991,-869.073951861,34.5,66.9,23.7,45.8,-869.127138,-869.071357,-869.032166,-871.889149,-871.843903,-871.806448,33.7,68.7,93.3,21.1,49.5,73.0,0.5434,0.3988,0.6400,0.903101,0.516187,0.423577,-37.025000000000006,-37.133999999999986,0.05449999999999022,-37.079499999999996,-0.052,-0.074,0.075
89.4057,-869.126763988,-869.074400589,33.7,66.6,23.1,45.6,-869.128076,-869.071936,-869.033101,-871.891467,-871.844731,-871.808550,33.1,68.3,92.7,19.6,49.0,71.7,0.5236,0.4149,0.6386,0.955872,0.540771,0.402663,-37.69300000000001,-37.581999999999994,-0.05550000000000921,-37.6375,-0.051,-0.068,0.055
90.6139,-869.12802067,-869.074623355,33.0,66.5,22.6,45.5,-869.128491,-869.071844,-869.033331,-871.893108,-871.844889,-871.809860,32.8,68.4,92.5,18.6,48.9,70.8,0.5016,0.4313,0.6380,1.014828,0.557280,0.376513,-38.383999999999986,-38.05000000000001,-0.16699999999998738,-38.217,-0.050,-0.061,0.031
91.8221,-869.128790125,-869.074160818,32.5,66.8,22.2,45.7,-869.128681,-869.071388,-869.033132,-871.894140,-871.844542,-871.810489,32.7,68.6,92.6,17.9,49.1,70.4,0.4788,0.4472,0.6377,1.075158,0.564264,0.348771,-39.08600000000001,-38.537000000000006,-0.2745000000000033,-38.81150000000001,-0.048,-0.054,0.007
93.0303,-869.12935872,-869.07333185,32.1,67.3,22.0,46.1,-869.128831,-869.070858,-869.032698,-871.894603,-871.843894,-871.810522,32.6,69.0,92.9,17.7,49.5,70.4,0.4584,0.4612,0.6380,1.127547,0.562471,0.325211,-39.785,-39.042,-0.3714999999999975,-39.4135,-0.046,-0.046,-0.016
94.2385,-869.129863821,-869.07245933,31.8,67.8,21.8,46.5,-869.129222,-869.070615,-869.032343,-871.894833,-871.843285,-871.810285,32.3,69.1,93.1,17.5,49.9,70.6,0.4411,0.4726,0.6384,1.168781,0.555060,0.307140,-40.46700000000001,-39.56299999999999,-0.4520000000000124,-40.015,-0.044,-0.038,-0.034
95.4466,-869.130559958,-869.071921115,31.4,68.2,21.5,46.7,-869.129736,-869.070632,-869.032078,-871.894866,-871.842807,-871.809845,32.0,69.1,93.3,17.5,50.2,70.8,0.4294,0.4799,0.6389,1.191838,0.546204,0.296280,-41.116000000000014,-40.101,-0.5075000000000074,-40.60850000000001,-0.042,-0.032,-0.047
96.6548,-869.131302091,-869.07173578,30.9,68.3,21.2,46.8,-869.130602,-869.071208,-869.032183,-871.895137,-871.842889,-871.809634,31.5,68.8,93.2,17.3,50.1,71.0,0.4241,0.4823,0.6403,1.196985,0.537815,0.291392,-41.71600000000001,-40.656000000000006,-0.5300000000000011,-41.18600000000001,-0.039,-0.026,-0.051
97.8630,-869.132263505,-869.072223216,30.3,68.0,20.8,46.6,-869.131971,-869.072596,-869.033056,-871.896016,-871.844003,-871.810083,30.6,67.9,92.7,16.8,49.4,70.7,0.4293,0.4768,0.6437,1.178119,0.530566,0.293588,-42.252999999999986,-41.23400000000001,-0.5094999999999885,-41.7435,-0.036,-0.021,-0.047
99.0712,-869.133638399,-869.07366454,29.4,67.1,20.2,45.9,-869.133495,-869.074347,-869.034160,-871.897067,-871.845620,-871.810757,29.7,66.8,92.0,16.1,48.4,70.3,0.4408,0.4668,0.6487,1.144795,0.522827,0.299342,-42.718999999999994,-41.846000000000004,-0.4364999999999952,-42.2825,-0.033,-0.018,-0.035
100.2794,-869.134993492,-869.075600454,28.6,65.9,19.6,45.1,-869.134494,-869.075739,-869.034952,-871.897523,-871.847071,-871.810968,29.0,65.9,91.5,15.8,47.5,70.1,0.4612,0.4503,0.6557,1.093360,0.511359,0.309099,-43.11099999999999,-42.50399999999999,-0.30349999999999966,-42.80749999999999,-0.029,-0.017,-0.016
101.4876,-869.135727843,-869.077317154,28.1,64.8,19.3,44.4,-869.134701,-869.076431,-869.035073,-871.896967,-871.847863,-871.810334,28.9,65.5,91.4,16.2,47.0,70.5,0.4865,0.4298,0.6634,1.031633,0.494190,0.321720,-43.43600000000001,-43.22300000000001,-0.10649999999999693,-43.32950000000001,-0.026,-0.017,0.008
102.6958,-869.135579506,-869.078420705,28.2,64.1,19.3,43.9,-869.133823,-869.076041,-869.034272,-871.895019,-871.847601,-871.808514,29.5,65.7,91.9,17.4,47.2,71.7,0.5152,0.4062,0.6715,0.963077,0.468550,0.334770,-43.70500000000001,-44.013000000000005,0.15399999999999636,-43.85900000000001,-0.024,-0.019,0.035
103.9039,-869.134304338,-869.078514352,29.0,64.0,19.9,43.9,-869.132145,-869.074709,-869.032866,-871.891945,-871.846505,-871.805841,30.5,66.6,92.8,19.3,47.8,73.4,0.5457,0.3815,0.6793,0.890142,0.435438,0.345627,-43.934,-44.881,0.47350000000000136,-44.4075,-0.022,-0.021,0.061
105.1121,-869.132199223,-869.077747986,30.3,64.5,20.8,44.2,-869.129475,-869.072383,-869.030597,-871.887848,-871.844331,-871.802199,32.2,68.0,94.2,21.9,49.2,75.6,0.5709,0.3601,0.6868,0.828795,0.399676,0.350392,-44.138000000000005,-45.822,0.8419999999999987,-44.980000000000004,-0.021,-0.024,0.084
106.3203,-869.129135135,-869.075922118,32.3,65.6,22.1,45.0,-869.126432,-869.069694,-869.028163,-871.883638,-871.841886,-871.798503,34.1,69.7,95.8,24.5,50.7,78.0,0.5901,0.3428,0.6936,0.779722,0.366507,0.348925,-44.331999999999994,-46.82499999999999,1.2464999999999975,-45.57849999999999,-0.021,-0.026,0.101
107.5285,-869.125767627,-869.073657319,34.4,67.1,23.5,45.9,-869.124000,-869.067732,-869.026524,-871.880629,-871.840317,-871.795974,35.6,70.9,96.8,26.4,51.7,79.5,0.6018,0.3315,0.6998,0.746871,0.340404,0.342285,-44.531000000000006,-47.87299999999999,1.6709999999999923,-46.202,-0.021,-0.027,0.110
108.7367,-869.123133209,-869.071984738,36.0,68.1,24.7,46.7,-869.122785,-869.067391,-869.026171,-871.879783,-871.840313,-871.795255,36.4,71.1,97.0,27.0,51.7,80.0,0.6015,0.3275,0.7057,0.740153,0.323589,0.330242,-44.745000000000005,-48.94200000000001,2.0985000000000014,-46.843500000000006,-0.022,-0.028,0.112
109.9449,-869.121941915,-869.0716298,36.8,68.3,25.2,46.8,-869.122986,-869.068496,-869.027320,-871.880914,-871.841995,-871.796499,36.3,70.5,96.3,26.2,50.7,79.2,0.5964,0.3297,0.7113,0.743004,0.313982,0.316046,-44.98599999999999,-50.010999999999996,2.512500000000003,-47.49849999999999,-0.023,-0.027,0.105
111.1531,-869.122293478,-869.072644603,36.6,67.7,25.0,46.4,-869.123898,-869.070516,-869.029082,-871.883317,-871.844459,-871.798689,35.7,69.2,95.2,24.7,49.1,77.8,0.5830,0.3396,0.7173,0.762834,0.310354,0.298434,-45.263000000000005,-51.06700000000001,2.902000000000001,-48.165000000000006,-0.025,-0.026,0.090
112.3612,-869.123564408,-869.074354398,35.8,66.6,24.5,45.6,-869.124914,-869.072673,-869.030757,-871.886014,-871.846819,-871.800927,35.1,67.8,94.1,23.0,47.6,76.4,0.5634,0.3567,0.7233,0.793386,0.310528,0.278878,-45.58600000000001,-52.105999999999995,3.259999999999991,-48.846000000000004,-0.026,-0.023,0.070
113.5694,-869.125112743,-869.076029068,34.8,65.6,23.8,44.9,-869.126018,-869.074736,-869.032253,-871.888659,-871.848874,-871.802970,34.4,66.5,93.2,21.4,46.4,75.2,0.5402,0.3787,0.7280,0.826939,0.313120,0.259597,-45.96100000000001,-53.126999999999995,3.5829999999999913,-49.544000000000004,-0.027,-0.020,0.047
114.7776,-869.126877121,-869.077520432,33.7,64.6,23.1,44.3,-869.126787,-869.076293,-869.033007,-871.890737,-871.849993,-871.804306,33.9,65.6,92.7,20.1,45.7,74.3,0.5125,0.4063,0.7310,0.864501,0.318536,0.241886,-46.391999999999996,-54.132999999999996,3.8705,-50.262499999999996,-0.028,-0.017,0.024
115.9858,-869.128352217,-869.078370393,32.7,64.1,22.4,43.9,-869.126953,-869.076911,-869.032868,-871.891787,-871.850054,-871.804716,33.8,65.2,92.8,19.4,45.6,74.1,0.4869,0.4344,0.7323,0.895252,0.325239,0.228564,-46.883999999999986,-55.123999999999995,4.1200000000000045,-51.00399999999999,-0.029,-0.014,0.003
117.1940,-869.129134013,-869.078348156,32.3,64.1,22.1,43.9,-869.126846,-869.076955,-869.032325,-871.892196,-871.849663,-871.804686,33.8,65.1,93.2,19.2,45.9,74.1,0.4681,0.4581,0.7327,0.914340,0.332296,0.220792,-47.43799999999999,-56.099000000000004,4.330500000000008,-51.768499999999996,-0.028,-0.011,-0.014
118.4022,-869.129483178,-869.077909836,32.0,64.4,21.9,44.1,-869.126501,-869.076610,-869.031460,-871.892128,-871.849055,-871.804308,34.1,65.4,93.7,19.2,46.2,74.3,0.4562,0.4755,0.7327,0.923140,0.338853,0.217725,-48.05500000000001,-57.053,4.498999999999995,-52.554,-0.027,-0.009,-0.024
119.6104,-869.129388713,-869.077261861,32.1,64.8,22.0,44.4,-869.126132,-869.076239,-869.030750,-871.891877,-871.848786,-871.803906,34.3,65.6,94.1,19.4,46.4,74.6,0.4562,0.4824,0.7342,0.917621,0.342386,0.219200,-48.73400000000001,-57.980999999999995,4.623499999999993,-53.3575,-0.025,-0.007,-0.028
120.8185,-869.129111267,-869.076818749,32.3,65.1,22.1,44.6,-869.125576,-869.075748,-869.029808,-871.891261,-871.848408,-871.803222,34.6,65.9,94.7,19.8,46.6,75.0,0.4600,0.4843,0.7358,0.906283,0.345951,0.223849,-49.47399999999999,-58.879999999999995,4.703000000000003,-54.17699999999999,-0.022,-0.006,-0.024
122.0267,-869.128407528,-869.076397561,32.7,65.4,22.4,44.8,-869.124794,-869.075238,-869.028909,-871.890154,-871.848161,-871.802133,35.1,66.2,95.3,20.4,46.8,75.7,0.4743,0.4759,0.7401,0.880798,0.344362,0.231777,-50.27000000000001,-59.756,4.742999999999995,-55.013000000000005,-0.019,-0.007,-0.014
123.2349,-869.127410112,-869.076135846,33.3,65.5,22.8,44.9,-869.123818,-869.074783,-869.027901,-871.888523,-871.847815,-871.800568,35.7,66.5,95.9,21.5,47.0,76.7,0.4926,0.4625,0.7453,0.847759,0.339013,0.241850,-51.114000000000004,-60.620999999999995,4.753499999999995,-55.8675,-0.016,-0.008,0.001
124.4431,-869.12611385,-869.076025881,34.2,65.6,23.4,44.9,-869.123037,-869.074806,-869.027230,-871.886735,-871.847802,-871.798940,36.2,66.5,96.4,22.6,47.0,77.7,0.5145,0.4436,0.7513,0.807496,0.328175,0.253703,-51.99600000000001,-61.491,4.747499999999995,-56.743500000000004,-0.013,-0.010,0.020
125.6513,-869.124949989,-869.076476413,34.9,65.3,23.9,44.7,-869.121703,-869.074568,-869.026170,-871.884072,-871.847485,-871.796540,37.1,66.6,97.0,24.3,47.2,79.2,0.5409,0.4199,0.7597,0.760143,0.309235,0.266192,-52.907,-62.393,4.743000000000002,-57.65,-0.012,-0.012,0.040
126.8595,-869.123196017,-869.076740208,36.0,65.1,24.7,44.6,-869.120038,-869.074177,-869.024953,-871.880858,-871.847142,-871.793769,38.1,66.9,97.8,26.3,47.4,80.9,0.5708,0.3914,0.7692,0.707787,0.282320,0.277656,-53.839,-63.345,4.753,-58.592,-0.011,-0.016,0.059
128.0677,-869.12104911,-869.076942314,37.3,65.0,25.6,44.5,-869.118349,-869.073818,-869.023911,-871.877561,-871.847149,-871.791146,39.2,67.1,98.4,28.4,47.4,82.6,0.6025,0.3592,0.7798,0.651962,0.249024,0.285776,-54.789,-64.373,4.792000000000002,-59.581,-0.012,-0.019,0.076
129.2758,-869.118835187,-869.077256383,38.7,64.8,26.5,44.4,-869.116342,-869.073139,-869.022761,-871.874099,-871.847220,-871.788590,40.4,67.5,99.2,30.5,47.4,84.2,0.6341,0.3262,0.7913,0.596061,0.213359,0.288407,-55.756,-65.493,4.868499999999997,-60.6245,-0.014,-0.023,0.089
130.4840,-869.116284533,-869.077280748,40.3,64.8,27.6,44.4,-869.115037,-869.073120,-869.022526,-871.871623,-871.848245,-871.787203,41.3,67.6,99.3,32.1,46.7,85.1,0.6616,0.2943,0.8017,0.543184,0.180148,0.285215,-56.736999999999995,-66.713,4.9879999999999995,-61.724999999999994,-0.016,-0.025,0.097
131.6922,-869.11448672,-869.077939106,41.4,64.4,28.4,44.1,-869.113962,-869.073511,-869.022704,-871.869899,-871.849697,-871.786533,41.9,67.3,99.2,33.2,45.8,85.5,0.6810,0.2672,0.8106,0.498865,0.152872,0.276518,-57.733000000000004,-68.033,5.149999999999999,-62.883,-0.019,-0.026,0.098
132.9004,-869.113078318,-869.078822397,42.3,63.8,29.0,43.7,-869.112808,-869.074121,-869.023002,-871.868679,-871.851195,-871.786218,42.6,66.9,99.0,33.9,44.9,85.7,0.6915,0.2470,0.8184,0.464742,0.132437,0.263238,-58.741,-69.444,5.3515000000000015,-64.0925,-0.022,-0.026,0.093
134.1086,-869.111842036,-869.079650837,43.1,63.3,29.5,43.4,-869.111674,-869.075211,-869.023523,-871.868117,-871.852848,-871.786268,43.4,66.2,98.7,34.3,43.9,85.6,0.6923,0.2359,0.8261,0.441260,0.117956,0.245326,-59.754000000000005,-70.939,5.592499999999994,-65.34649999999999,-0.024,-0.024,0.082
135.3168,-869.110980891,-869.080575283,43.6,62.7,29.9,43.0,-869.110147,-869.075992,-869.023846,-871.867419,-871.854021,-871.786110,44.3,65.8,98.5,34.7,43.1,85.7,0.6885,0.2308,0.8341,0.421622,0.106549,0.223782,-60.769999999999996,-72.505,5.8675,-66.63749999999999,-0.025,-0.020,0.069
136.5250,-869.109964615,-869.080960559,44.3,62.5,30.3,42.8,-869.108211,-869.076401,-869.023860,-871.866516,-871.854671,-871.785597,45.5,65.5,98.5,35.3,42.7,86.1,0.6802,0.2310,0.8425,0.404211,0.096757,0.198726,-61.782,-74.133,6.1754999999999995,-67.9575,-0.026,-0.015,0.054
137.7331,-869.108779743,-869.080741914,45.0,62.6,30.8,42.9,-869.105988,-869.076336,-869.023601,-871.865268,-871.854846,-871.784776,46.9,65.5,98.6,36.1,42.6,86.6,0.6730,0.2328,0.8518,0.384486,0.086414,0.172170,-62.790000000000006,-75.817,6.513499999999993,-69.3035,-0.024,-0.009,0.041
138.9413,-869.107358195,-869.079992341,45.9,63.1,31.5,43.2,-869.103609,-869.075853,-869.023058,-871.863583,-871.854708,-871.783663,48.4,65.8,99.0,37.1,42.7,87.3,0.6709,0.2326,0.8617,0.359869,0.074636,0.146386,-63.790000000000006,-77.552,6.881,-70.671,-0.021,-0.002,0.032
140.1495,-869.105694679,-869.078919384,47.0,63.8,32.2,43.7,-869.102072,-869.075888,-869.023119,-871.862220,-871.855278,-871.783168,49.4,65.8,98.9,38.0,42.3,87.6,0.6783,0.2251,0.8722,0.328336,0.061496,0.123125,-64.785,-79.33,7.272500000000001,-72.0575,-0.016,0.006,0.028
141.3577,-869.104615251,-869.078623929,47.6,64.0,32.6,43.8,-869.101176,-869.076313,-869.023421,-871.860847,-871.856259,-871.782918,49.9,65.6,98.7,38.8,41.7,87.7,0.6957,0.2098,0.8827,0.291011,0.048197,0.103012,-65.775,-81.141,7.683,-73.458,-0.010,0.013,0.029
142.5659,-869.103843709,-869.079018224,48.1,63.7,33.0,43.6,-869.100807,-869.076900,-869.023775,-871.859069,-871.857495,-871.782580,50.2,65.2,98.5,40.0,40.9,88.0,0.7249,0.1848,0.8927,0.247529,0.035599,0.086366,-66.766,-82.975,8.104499999999994,-74.87049999999999,-0.002,0.020,0.036
143.7741,-869.103273171,-869.079975157,48.5,63.1,33.2,43.2,-869.100659,-869.077672,-869.023825,-871.856835,-871.858667,-871.781848,50.3,64.7,98.5,40.2,41.4,88.4,0.7594,0.1537,0.9017,0.200937,0.024765,0.071425,-67.764,-84.819,8.527500000000003,-76.2915,0.007,0.027,0.048
144.9822,-869.102683302,-869.081330243,48.9,62.3,33.5,42.6,-869.100552,-869.078084,-869.023395,-871.853845,-871.859281,-871.780508,50.3,64.4,98.8,39.8,43.2,89.3,0.7999,0.1183,0.9103,0.153683,0.016183,0.058839,-68.773,-86.662,8.944500000000005,-77.7175,0.017,0.033,0.064
146.1904,-869.101719234,-869.082736175,49.5,61.4,33.9,42.0,-869.100380,-869.078280,-869.022474,-871.850449,-871.859520,-871.778655,50.4,64.3,99.3,39.7,45.4,90.4,0.8408,0.0832,0.9178,0.108345,0.009806,0.047153,-69.802,-88.507,9.3525,-79.15450000000001,0.026,0.039,0.082
147.3986,-869.100484343,-869.084135726,50.2,60.5,34.4,41.4,-869.099599,-869.077616,-869.020656,-871.846422,-871.858840,-871.775979,50.9,64.7,100.5,40.1,47.9,92.1,0.8789,0.0503,0.9244,0.067274,0.005394,0.036041,-70.858,-90.363,9.752499999999998,-80.6105,0.036,0.043,0.100
148.6068,-869.098362427,-869.084939263,51.6,60.0,35.3,41.1,-869.098196,-869.075992,-869.018085,-871.842174,-871.857239,-871.772722,51.8,65.8,102.1,41.1,50.6,94.1,0.9111,0.0230,0.9305,0.033150,0.002633,0.025214,-71.944,-92.242,10.149000000000001,-82.093,0.044,0.047,0.117
149.8150,-869.095299393,-869.085082815,53.5,59.9,36.6,41.0,-869.096585,-869.073820,-869.015283,-871.838595,-871.855103,-871.769453,52.8,67.1,103.8,42.4,52.8,96.2,0.9324,0.0059,0.9355,0.010470,0.001248,0.015462,-73.066,-94.14,10.536999999999999,-83.60300000000001,0.051,0.050,0.132
151.0232,-869.091873091,-869.084804607,55.6,60.1,38.1,41.2,-869.094892,-869.071190,-869.012519,-871.835952,-871.852465,-871.766410,53.9,68.8,105.6,44.1,54.5,98.1,0.9422,-0.0003,0.9392,0.000508,0.000695,0.007521,-74.218,-96.022,10.902000000000001,-85.12,0.056,0.051,0.144
