"Time Scaled","S0 CASSCF 2R","S1 CASSCF 2R","S0 CASSCF 2R Scaled","S1 CASSCF 2R Scaled","S0 CASSCF 2R Scaled CASPT2","S1 CASSCF 2R Scaled CASPT2","S0 CASSCF Energy","S1 CASSCF Energy","S2 CASSCF Energy","S0 CASPT2 Energy","S1 CASPT2 Energy","S2 CASPT2 Energy","Scaled S0 CASSCF Energy","Scaled S1 CASSCF Energy","Scaled S2 CASSCF Energy","Scaled S0 CASPT2 Energy","Scaled S1 CASPT2 Energy","Scaled S2 CASPT2 Energy",,"S0 Mulliken Charge","S1 Mulliken Charge","S2 Mulliken Charge","Oscillator Strength S0S1","Oscillator Strength S0S2","Oscillator Strength S1S2","Reactive TORS","Reactive HOOP","HOOP in phase","TAU overlap","full-BLA","beta-BLA","rpsb-BLA"
85.6412,-869.132706596,-869.071814411,26.4,64.6,18.6,45.7,-869.130456,-869.069334,-869.031018,-871.89278,-871.840022,-871.806451,27.6,65.9,90,16.4,49.5,70.6,33.1,0.4511,0.3377,0.5702,1.202885,0.535527,0.332393,-25.556,-23.691,-0.932500000000004,-24.6235,-0.048,-0.073,0.079
86.8306,-869.130283038,-869.072463992,27.9,64.2,19.7,45.4,-869.128481,-869.070063,-869.029591,-871.892158,-871.84124,-871.805766,28.8,65.5,90.9,16.8,48.7,71,31.9,0.4448,0.336,0.5703,1.193576,0.53037,0.358514,-25.746,-23.688,-1.02900000000001,-24.717,-0.056,-0.081,0.068
88.0201,-869.128375683,-869.073164041,29.1,63.7,20.6,45.1,-869.126492,-869.070353,-869.027974,-871.891539,-871.841995,-871.80505,30.1,65.3,91.9,17.2,48.3,71.5,31.1,0.4343,0.3371,0.5697,1.197808,0.5277,0.378762,-25.956,-23.702,-1.127,-24.829,-0.064,-0.088,0.053
89.2096,-869.126535427,-869.073339645,30.3,63.6,21.4,45,-869.124385,-869.070004,-869.026088,-871.890619,-871.841942,-871.804057,31.4,65.5,93.1,17.8,48.3,72.1,30.5,0.4203,0.3418,0.5675,1.213298,0.529447,0.392354,-26.181,-23.727,-1.227,-24.954,-0.07,-0.092,0.035
90.399,-869.124649186,-869.072786286,31.4,64,22.2,45.2,-869.122405,-869.069163,-869.024214,-871.889436,-871.841114,-871.802866,32.6,66,94.3,18.5,48.8,72.8,30.3,0.4028,0.3494,0.5636,1.237963,0.5357,0.397707,-26.415,-23.761,-1.327,-25.088,-0.074,-0.094,0.015
91.5885,-869.122940199,-869.071669496,32.5,64.7,23,45.7,-869.120889,-869.06808,-869.022721,-871.888233,-871.839791,-871.801741,33.6,66.7,95.2,19.3,49.7,73.5,30.4,0.3847,0.3585,0.5585,1.268352,0.54479,0.39354,-26.652,-23.798,-1.42699999999999,-25.225,-0.077,-0.093,-0.002
92.7779,-869.121699761,-869.070286697,33.3,65.5,23.5,46.3,-869.120095,-869.066995,-869.021912,-871.887321,-871.838354,-871.800987,34.1,67.4,95.7,19.8,50.6,74,30.8,0.3681,0.3667,0.5533,1.300596,0.553725,0.379427,-26.881,-23.831,-1.52500000000001,-25.356,-0.078,-0.091,-0.017
93.9674,-869.121133308,-869.068944725,33.6,66.4,23.8,46.9,-869.120116,-869.066044,-869.021913,-871.886933,-871.837102,-871.80082,34.1,68,95.7,20.1,51.3,74.1,31.2,0.3562,0.3718,0.549,1.331964,0.560119,0.356074,-27.094,-23.855,-1.6195,-25.4745,-0.076,-0.086,-0.026
95.1569,-869.121277881,-869.067831424,33.6,67.1,23.7,47.4,-869.121493,-869.065887,-869.023343,-871.887832,-871.836861,-871.801993,33.2,68.1,94.8,19.5,51.5,73.4,32,0.3516,0.3727,0.5465,1.360056,0.561912,0.327318,-27.281,-23.861,-1.71000000000001,-25.571,-0.072,-0.081,-0.028
96.3463,-869.122650676,-869.067646513,32.7,67.2,23.1,47.5,-869.124364,-869.066812,-869.026365,-871.890219,-871.837912,-871.804699,31.4,67.5,92.9,18,50.8,71.7,32.8,0.3559,0.3692,0.5462,1.382182,0.559231,0.297645,-27.433,-23.847,-1.79299999999999,-25.64,-0.066,-0.074,-0.023
97.5358,-869.125407392,-869.068669201,31,66.6,21.9,47,-869.128378,-869.068515,-869.030516,-871.893676,-871.839881,-871.808517,28.9,66.5,90.3,15.8,49.6,69.3,33.8,0.367,0.3635,0.5474,1.396741,0.554066,0.269805,-27.543,-23.81,-1.8665,-25.6765,-0.059,-0.067,-0.011
98.7253,-869.129190848,-869.070575901,28.6,65.4,20.2,46.2,-869.132547,-869.070169,-869.034716,-871.897105,-871.841773,-871.812277,26.3,65.4,87.7,13.7,48.4,66.9,34.7,0.3834,0.3567,0.5509,1.403945,0.546977,0.246776,-27.609,-23.751,-1.929,-25.68,-0.051,-0.06,0.005
99.9147,-869.133076674,-869.072488878,26.1,64.2,18.5,45.4,-869.13619,-869.071231,-869.038163,-871.899726,-871.84288,-871.815118,24,64.7,85.5,12,47.7,65.1,35.7,0.4013,0.3505,0.555,1.404321,0.539898,0.228526,-27.632,-23.668,-1.982,-25.65,-0.042,-0.053,0.025
101.1042,-869.13644675,-869.073802378,24,63.3,17,44.8,-869.139096,-869.071671,-869.040646,-871.901349,-871.843105,-871.816814,22.2,64.5,83.9,11,47.6,64.1,36.6,0.4187,0.346,0.5595,1.399402,0.533546,0.214824,-27.616,-23.562,-2.027,-25.589,-0.034,-0.047,0.046
102.2936,-869.139128079,-869.074459811,22.3,62.9,15.8,44.5,-869.14096,-869.071409,-869.041847,-871.901818,-871.84234,-871.817141,21,64.6,83.2,10.7,48.1,63.9,37.4,0.4324,0.3433,0.564,1.396395,0.526136,0.203798,-27.567,-23.431,-2.068,-25.499,-0.027,-0.041,0.064
103.4831,-869.140829523,-869.074338087,21.3,63,15,44.5,-869.141302,-869.070113,-869.04145,-871.900927,-871.840524,-871.81594,20.8,65.4,83.4,11.3,49.2,64.6,37.9,0.4429,0.3416,0.5686,1.391769,0.519058,0.197857,-27.491,-23.277,-2.10700000000001,-25.384,-0.021,-0.036,0.078
104.6726,-869.141096408,-869.073146648,21.1,63.8,14.9,45.1,-869.141043,-869.06876,-869.040361,-871.899829,-871.838737,-871.814358,20.9,66.3,84.1,12,50.3,65.6,38.3,0.4483,0.3415,0.5721,1.394172,0.510265,0.193368,-27.396,-23.102,-2.14699999999999,-25.249,-0.017,-0.032,0.087
105.862,-869.1408276,-869.071820419,21.3,64.6,15,45.6,-869.140591,-869.067763,-869.039094,-871.899116,-871.837609,-871.813056,21.2,66.9,84.9,12.4,51,66.4,38.6,0.4485,0.3425,0.5749,1.401655,0.500206,0.190878,-27.287,-22.91,-2.1885,-25.0985,-0.015,-0.029,0.089
107.0515,-869.140426656,-869.070794946,21.5,65.2,15.2,46.1,-869.140237,-869.067362,-869.037968,-871.899089,-871.837416,-871.812377,21.4,67.2,85.6,12.4,51.1,66.9,38.7,0.4445,0.3448,0.577,1.414907,0.488955,0.189443,-27.167,-22.709,-2.229,-24.938,-0.015,-0.026,0.084
108.2409,-869.140185551,-869.070308191,21.7,65.5,15.3,46.3,-869.140061,-869.067504,-869.037127,-871.899658,-871.838006,-871.812338,21.6,67.1,86.1,12.1,50.8,66.9,38.7,0.4367,0.3482,0.5774,1.431864,0.477029,0.188324,-27.041,-22.507,-2.267,-24.774,-0.016,-0.024,0.074
109.4304,-869.140168301,-869.070316723,21.7,65.5,15.3,46.3,-869.139706,-869.067722,-869.036231,-871.900203,-871.838716,-871.812358,21.8,66.9,86.7,11.7,50.3,66.9,38.6,0.4259,0.3527,0.5765,1.451385,0.464854,0.186893,-26.909,-22.315,-2.297,-24.612,-0.017,-0.022,0.059
110.6199,-869.140017735,-869.07036221,21.8,65.5,15.4,46.3,-869.139407,-869.068109,-869.035525,-871.900712,-871.839439,-871.812485,22,66.7,87.2,11.4,49.9,66.8,38.5,0.4126,0.3579,0.5739,1.473592,0.452295,0.183969,-26.774,-22.139,-2.3175,-24.4565,-0.02,-0.02,0.041
111.8093,-869.139950909,-869.070532071,21.8,65.4,15.4,46.2,-869.13924,-869.068616,-869.034973,-871.901027,-871.839956,-871.81254,22.1,66.4,87.5,11.2,49.6,66.8,38.4,0.397,0.3643,0.5698,1.499187,0.43929,0.178865,-26.64,-21.983,-2.32849999999999,-24.3115,-0.023,-0.019,0.023
112.9988,-869.13999741,-869.070785668,21.8,65.2,15.4,46.1,-869.139239,-869.069182,-869.034898,-871.901275,-871.840424,-871.812747,22.1,66,87.5,11.1,49.3,66.6,38.2,0.384,0.3689,0.565,1.518157,0.42794,0.17425,-26.511,-21.85,-2.3305,-24.1805,-0.025,-0.018,0.006
114.1882,-869.140228068,-869.071139603,21.7,65,15.3,46,-869.139008,-869.069324,-869.034691,-871.901053,-871.840356,-871.812632,22.2,65.9,87.7,11.2,49.3,66.7,38.1,0.3723,0.3725,0.5598,1.535702,0.417725,0.168088,-26.389,-21.745,-2.322,-24.067,-0.027,-0.018,-0.007
115.3777,-869.140152328,-869.071109584,21.7,65,15.3,46,-869.138815,-869.069331,-869.034789,-871.900877,-871.840315,-871.812728,22.3,65.9,87.6,11.3,49.3,66.6,38,0.3653,0.3727,0.5556,1.54567,0.410323,0.162359,-26.28,-21.668,-2.306,-23.974,-0.028,-0.018,-0.017
116.5672,-869.140051847,-869.071030017,21.8,65.1,15.4,46,-869.138972,-869.069557,-869.035468,-871.901175,-871.840729,-871.813438,22.2,65.8,87.2,11.1,49.1,66.2,38,0.3634,0.3702,0.5525,1.54813,0.406857,0.157377,-26.187,-21.621,-2.283,-23.904,-0.029,-0.019,-0.021
117.7566,-869.140198686,-869.071263706,21.7,64.9,15.3,45.9,-869.139438,-869.07002,-869.036676,-871.90194,-871.841619,-871.814739,21.9,65.5,86.4,10.7,48.5,65.4,37.8,0.3663,0.3644,0.5506,1.541175,0.408931,0.154098,-26.114,-21.601,-2.2565,-23.8575,-0.029,-0.021,-0.019
118.9461,-869.140558179,-869.071826554,21.5,64.6,15.2,45.6,-869.139657,-869.070274,-869.037645,-871.902444,-871.842289,-871.815796,21.8,65.3,85.8,10.3,48.1,64.7,37.8,0.3716,0.358,0.5489,1.527206,0.417457,0.153267,-26.067,-21.604,-2.2315,-23.8355,-0.029,-0.024,-0.012
120.1355,-869.140561146,-869.072232438,21.5,64.3,15.2,45.5,-869.139347,-869.070173,-869.038232,-871.902357,-871.842516,-871.816263,22,65.4,85.5,10.4,47.9,64.4,37.5,0.3815,0.3504,0.5487,1.49768,0.435444,0.158368,-26.046,-21.628,-2.209,-23.837,-0.029,-0.029,-0.001
121.325,-869.140036991,-869.072339613,21.8,64.3,15.4,45.4,-869.138699,-869.070003,-869.038475,-871.901731,-871.842424,-871.816128,22.4,65.5,85.3,10.8,48,64.5,37.2,0.394,0.3436,0.549,1.454238,0.461599,0.170733,-26.053,-21.664,-2.1945,-23.8585,-0.029,-0.034,0.012
122.5145,-869.139189773,-869.072396884,22.3,64.2,15.8,45.4,-869.137712,-869.069858,-869.038035,-871.900433,-871.841846,-871.815139,23,65.6,85.6,11.6,48.4,65.1,36.8,0.4031,0.3397,0.5489,1.410059,0.490319,0.187335,-26.089,-21.704,-2.1925,-23.8965,-0.031,-0.041,0.026
123.7039,-869.137964794,-869.072421602,23.1,64.2,16.3,45.4,-869.136071,-869.069478,-869.036793,-871.898395,-871.840866,-871.813198,24.1,65.8,86.4,12.9,49,66.3,36.1,0.4138,0.3367,0.5499,1.358966,0.518889,0.213305,-26.156,-21.739,-2.2085,-23.9475,-0.033,-0.048,0.04
124.8934,-869.136155935,-869.072204765,24.2,64.3,17.1,45.5,-869.133702,-869.068696,-869.034572,-871.895648,-871.839484,-871.810325,25.5,66.3,87.8,14.6,49.8,68.1,35.2,0.4239,0.335,0.5527,1.307631,0.541592,0.2476,-26.251,-21.764,-2.2435,-24.0075,-0.037,-0.056,0.051
126.0828,-869.133649946,-869.071589869,25.8,64.7,18.2,45.8,-869.130973,-869.067818,-869.03171,-871.89277,-871.838121,-871.807081,27.3,66.9,89.5,16.4,50.7,70.2,34.3,0.4313,0.3345,0.5565,1.266452,0.553432,0.286201,-26.373,-21.772,-2.3005,-24.0725,-0.041,-0.064,0.059
127.2723,-869.130818005,-869.070829876,27.6,65.2,19.5,46.1,-869.128478,-869.067286,-869.028898,-871.890475,-871.837419,-871.804242,28.8,67.2,91.3,17.9,51.1,72,33.2,0.4363,0.3347,0.5612,1.235553,0.554685,0.328024,-26.519,-21.764,-2.3775,-24.1415,-0.047,-0.071,0.063
128.4618,-869.128267061,-869.070392957,29.2,65.5,20.6,46.3,-869.126575,-869.067238,-869.02661,-871.889087,-871.83748,-871.802271,30,67.3,92.7,18.7,51.1,73.2,32.4,0.4388,0.3358,0.5654,1.215761,0.549436,0.367654,-26.682,-21.74,-2.47099999999999,-24.211,-0.052,-0.077,0.062
129.6512,-869.126365286,-869.070390253,30.4,65.5,21.5,46.3,-869.124993,-869.067284,-869.024641,-871.888199,-871.837739,-871.800812,31,67.2,94,19.3,50.9,74.1,31.6,0.437,0.3388,0.5688,1.209636,0.542136,0.400498,-26.854,-21.704,-2.575,-24.279,-0.058,-0.082,0.057
130.8407,-869.124857882,-869.070408314,31.3,65.5,22.1,46.3,-869.123809,-869.067352,-869.023123,-871.887693,-871.837906,-871.79982,31.8,67.2,94.9,19.6,50.8,74.7,31.2,0.4303,0.3443,0.5702,1.217911,0.537819,0.422184,-27.024,-21.66,-2.682,-24.342,-0.062,-0.084,0.048
132.0302,-869.123833094,-869.070340629,31.9,65.5,22.6,46.3,-869.123405,-869.067623,-869.022493,-871.887741,-871.838076,-871.799555,32,67,95.3,19.6,50.7,74.9,31.1,0.4197,0.352,0.5699,1.237074,0.539663,0.430438,-27.181,-21.612,-2.78450000000001,-24.3965,-0.065,-0.083,0.037
133.2196,-869.123645168,-869.070397937,32.1,65.5,22.7,46.3,-869.123872,-869.068032,-869.022856,-871.888313,-871.838187,-871.800025,31.7,66.8,95.1,19.2,50.7,74.6,31.5,0.4072,0.361,0.5684,1.263874,0.547551,0.423231,-27.314,-21.563,-2.8755,-24.4385,-0.066,-0.08,0.026
134.4091,-869.124342535,-869.070553201,31.6,65.4,22.4,46.2,-869.125101,-869.068385,-869.024135,-871.889297,-871.838186,-871.801137,30.9,66.5,94.3,18.6,50.7,73.9,32.1,0.3963,0.3698,0.5668,1.294036,0.558407,0.400419,-27.414,-21.514,-2.94999999999999,-24.464,-0.064,-0.074,0.017
135.5985,-869.12576391,-869.070677964,30.7,65.3,21.7,46.2,-869.127338,-869.068922,-869.026568,-871.891075,-871.838509,-871.803277,29.5,66.2,92.8,17.5,50.5,72.6,33,0.3892,0.3762,0.5656,1.325896,0.567396,0.364032,-27.477,-21.463,-3.007,-24.47,-0.06,-0.066,0.011
136.788,-869.128104925,-869.071056642,29.3,65.1,20.7,46,-869.130012,-869.069202,-869.029573,-871.89321,-871.838878,-871.80598,27.9,66,90.9,16.1,50.2,70.9,34.1,0.3885,0.3789,0.5653,1.355905,0.569442,0.320238,-27.505,-21.41,-3.0475,-24.4575,-0.053,-0.056,0.01
137.9775,-869.130777082,-869.071289577,27.6,64.9,19.5,45.9,-869.133291,-869.069604,-869.033179,-871.895979,-871.839699,-871.809419,25.8,65.8,88.6,14.4,49.7,68.7,35.3,0.3928,0.3774,0.5657,1.385866,0.560912,0.274481,-27.502,-21.356,-3.07300000000001,-24.429,-0.045,-0.046,0.013
139.1669,-869.133972918,-869.071726386,25.6,64.6,18.1,45.7,-869.136757,-869.069952,-869.036842,-871.89896,-871.840702,-871.813044,23.6,65.5,86.3,12.5,49.1,66.4,36.6,0.4006,0.3726,0.5661,1.416068,0.540736,0.231507,-27.474,-21.302,-3.086,-24.388,-0.036,-0.036,0.019
140.3564,-869.137309399,-869.072178082,23.5,64.4,16.6,45.5,-869.139867,-869.070003,-869.039908,-871.901547,-871.841441,-871.816108,21.7,65.5,84.4,10.9,48.6,64.5,37.7,0.4098,0.3648,0.5674,1.447811,0.510025,0.193955,-27.429,-21.249,-3.09,-24.339,-0.027,-0.026,0.028
141.5458,-869.140282726,-869.072367863,21.6,64.2,15.3,45.4,-869.142333,-869.06976,-869.042067,-871.903391,-871.841704,-871.818169,20.1,65.7,83,9.7,48.5,63.2,38.8,0.4182,0.3553,0.5689,1.480444,0.472623,0.163137,-27.372,-21.202,-3.08500000000001,-24.287,-0.018,-0.018,0.039
142.7353,-869.142628803,-869.07227171,20.2,64.3,14.2,45.4,-869.144011,-869.069341,-869.043228,-871.904359,-871.841456,-871.819078,19.1,65.9,82.3,9.1,48.6,62.7,39.5,0.4244,0.3463,0.5706,1.512201,0.434251,0.139537,-27.31,-21.163,-3.0735,-24.2365,-0.011,-0.012,0.048
143.9248,-869.144220511,-869.071972786,19.2,64.5,13.5,45.6,-869.144676,-869.068644,-869.043301,-871.904302,-871.840603,-871.818786,18.7,66.4,82.3,9.2,49.1,62.8,39.9,0.4282,0.3387,0.5711,1.536406,0.402798,0.12373,-27.244,-21.131,-3.0565,-24.1875,-0.005,-0.008,0.057
145.1142,-869.144841252,-869.071354589,18.8,64.9,13.3,45.9,-869.144403,-869.067864,-869.042451,-871.903451,-871.83942,-871.817567,18.8,66.9,82.8,9.7,49.9,63.6,40.2,0.4292,0.3346,0.5711,1.549211,0.383586,0.116142,-27.181,-21.106,-3.03750000000001,-24.1435,-0.002,-0.006,0.062
146.3037,-869.144565128,-869.070601959,18.9,65.4,13.4,46.2,-869.143397,-869.067142,-869.040981,-871.902169,-871.838253,-871.815882,19.5,67.3,83.7,10.5,50.6,64.7,40.1,0.4292,0.3341,0.5707,1.547102,0.379185,0.116473,-27.121,-21.088,-3.01650000000001,-24.1045,-0.001,-0.006,0.064
147.4931,-869.14358803,-869.069866466,19.6,65.8,13.8,46.5,-869.142028,-869.066766,-869.039313,-871.900938,-871.837586,-871.814259,20.3,67.5,84.8,11.3,51,65.7,39.7,0.4279,0.3367,0.5703,1.529101,0.388578,0.124807,-27.07,-21.075,-2.9975,-24.0725,-0.003,-0.008,0.062
148.6826,-869.142266548,-869.069453374,20.4,66.1,14.4,46.7,-869.14067,-869.067051,-869.037779,-871.900122,-871.837746,-871.813014,21.2,67.4,85.7,11.8,50.9,66.5,39.1,0.4248,0.3423,0.5704,1.502746,0.405529,0.139544,-27.03,-21.065,-2.9825,-24.0475,-0.007,-0.012,0.057
149.8721,-869.140991187,-869.069667961,21.2,65.9,15,46.6,-869.139098,-869.067694,-869.036123,-871.899391,-871.838366,-871.811792,22.2,67,86.8,12.3,50.6,67.2,38.3,0.4193,0.3496,0.5704,1.473536,0.424759,0.159627,-27.002,-21.06,-2.971,-24.031,-0.013,-0.018,0.048
151.0615,-869.139533454,-869.070201461,22.1,65.6,15.6,46.4,-869.137508,-869.068656,-869.034551,-871.898752,-871.839337,-871.810644,23.2,66.4,87.8,12.7,49.9,67.9,37.2,0.412,0.3579,0.5705,1.443757,0.442708,0.183092,-26.985,-21.061,-2.962,-24.023,-0.021,-0.025,0.036
152.251,-869.138098425,-869.071033828,23,65.1,16.3,46,-869.135939,-869.06978,-869.033055,-871.898071,-871.840383,-871.809426,24.1,65.7,88.7,13.1,49.3,68.7,36.2,0.4031,0.366,0.5704,1.416529,0.45734,0.208245,-26.975,-21.068,-2.95349999999999,-24.0215,-0.029,-0.033,0.022
153.4404,-869.136727826,-869.072005276,23.9,64.5,16.9,45.6,-869.133963,-869.070417,-869.031138,-871.896787,-871.840763,-871.807631,25.4,65.3,89.9,13.9,49,69.8,35.1,0.393,0.374,0.5698,1.395377,0.469042,0.233153,-26.968,-21.083,-2.9425,-24.0255,-0.038,-0.041,0.008
154.6299,-869.134958226,-869.07246755,25,64.2,17.6,45.4,-869.131677,-869.070419,-869.028957,-871.894959,-871.840402,-871.805417,26.8,65.3,91.3,15,49.3,71.2,34.3,0.3835,0.3803,0.5687,1.377494,0.479243,0.257293,-26.956,-21.104,-2.92599999999999,-24.03,-0.046,-0.049,-0.003
155.8194,-869.132853622,-869.072309471,26.3,64.3,18.6,45.4,-869.129298,-869.069821,-869.026783,-871.892829,-871.839452,-871.803098,28.3,65.6,92.6,16.4,49.9,72.7,33.5,0.3786,0.3838,0.568,1.360416,0.489343,0.280869,-26.933,-21.132,-2.90049999999999,-24.0325,-0.052,-0.055,-0.01
157.0088,-869.13056719,-869.071628568,27.7,64.7,19.6,45.7,-869.12716,-869.068835,-869.025039,-871.890779,-871.838259,-871.801133,29.7,66.2,93.7,17.7,50.6,73.9,32.9,0.3802,0.3832,0.5681,1.341059,0.49962,0.30454,-26.898,-21.164,-2.867,-24.031,-0.056,-0.06,-0.012
158.1983,-869.128384835,-869.0706918,29.1,65.3,20.6,46.2,-869.126187,-869.068346,-869.024644,-871.889794,-871.8378,-871.80052,30.3,66.6,94,18.3,50.9,74.3,32.6,0.3888,0.3785,0.5696,1.31875,0.510253,0.326347,-26.85,-21.198,-2.82599999999999,-24.024,-0.058,-0.064,-0.007
159.3878,-869.127227709,-869.070377205,29.8,65.5,21.1,46.3,-869.126082,-869.068039,-869.025242,-871.889533,-871.837727,-871.800918,30.3,66.7,93.6,18.4,51,74,32.6,0.403,0.3715,0.5713,1.293865,0.52201,0.344997,-26.792,-21.23,-2.78100000000001,-24.011,-0.057,-0.066,0.004
160.5772,-869.126809809,-869.070347451,30.1,65.5,21.3,46.3,-869.127101,-869.068186,-869.027005,-871.890177,-871.838213,-871.802455,29.7,66.7,92.5,18,50.6,73.1,32.6,0.42,0.3636,0.5724,1.26527,0.536498,0.358584,-26.731,-21.253,-2.739,-23.992,-0.054,-0.067,0.019
161.7667,-869.127455128,-869.070807201,29.7,65.2,21,46.1,-869.128625,-869.06842,-869.029205,-871.891149,-871.838739,-871.804424,28.7,66.5,91.1,17.4,50.3,71.8,32.9,0.4353,0.3565,0.5715,1.239146,0.553378,0.364556,-26.673,-21.263,-2.705,-23.968,-0.05,-0.066,0.037
162.9561,-869.128633623,-869.071305222,28.9,64.9,20.5,45.9,-869.130691,-869.069062,-869.031866,-871.892612,-871.839567,-871.806856,27.4,66.1,89.4,16.5,49.8,70.3,33.3,0.4465,0.3515,0.5695,1.220375,0.570605,0.361873,-26.623,-21.252,-2.68549999999999,-23.9375,-0.046,-0.065,0.054
164.1456,-869.130448358,-869.072115725,27.8,64.4,19.6,45.5,-869.132328,-869.069347,-869.033993,-871.893669,-871.839918,-871.808743,26.4,65.9,88.1,15.8,49.6,69.1,33.8,0.4534,0.3476,0.5667,1.210083,0.585595,0.352992,-26.585,-21.215,-2.685,-23.9,-0.041,-0.062,0.069
165.3351,-869.13192284,-869.072496593,26.9,64.2,19,45.3,-869.133165,-869.069184,-869.035204,-871.894141,-871.839739,-871.809782,25.9,66,87.4,15.6,49.7,68.5,34.1,0.4553,0.3451,0.5642,1.213673,0.594964,0.338774,-26.56,-21.15,-2.705,-23.855,-0.037,-0.06,0.079
166.5245,-869.132697808,-869.072352314,26.4,64.3,18.6,45.4,-869.133233,-869.068763,-869.035528,-871.894177,-871.839309,-871.810088,25.8,66.3,87.2,15.5,50,68.3,34.5,0.4525,0.3438,0.5628,1.229746,0.597813,0.323358,-26.547,-21.057,-2.745,-23.802,-0.035,-0.058,0.085
167.714,-869.132789093,-869.071893214,26.3,64.5,18.6,45.6,-869.132754,-869.068335,-869.035168,-871.894046,-871.838941,-871.809947,26.1,66.6,87.4,15.6,50.2,68.4,34.6,0.4459,0.3443,0.5629,1.255497,0.595664,0.309645,-26.541,-20.934,-2.8035,-23.7375,-0.034,-0.056,0.084
168.9034,-869.132409371,-869.071369789,26.6,64.9,18.8,45.8,-869.132168,-869.068317,-869.034514,-871.894127,-871.839039,-871.809748,26.5,66.6,87.8,15.6,50.1,68.5,34.5,0.4354,0.3471,0.5632,1.286525,0.590836,0.299451,-26.541,-20.785,-2.878,-23.663,-0.035,-0.055,0.079
170.0929,-869.131997552,-869.071200203,26.8,65,19,45.9,-869.131156,-869.068294,-869.03326,-871.893936,-871.839104,-871.809089,27.1,66.6,88.6,15.7,50.1,68.9,34.4,0.4224,0.3526,0.5638,1.317433,0.585955,0.2942,-26.545,-20.607,-2.96899999999999,-23.576,-0.038,-0.055,0.068
171.2824,-869.131231166,-869.070962471,27.3,65.1,19.3,46,-869.129744,-869.068155,-869.031377,-871.893351,-871.838924,-871.807863,28,66.7,89.8,16,50.2,69.7,34.2,0.4057,0.3618,0.5637,1.348142,0.581991,0.291557,-26.553,-20.4,-3.0765,-23.4765,-0.041,-0.055,0.054
172.4718,-869.130133456,-869.070526221,28,65.4,19.8,46.2,-869.128714,-869.06843,-869.029748,-871.893004,-871.839075,-871.806838,28.7,66.5,90.8,16.3,50.1,70.3,33.8,0.3878,0.3729,0.5626,1.371466,0.58006,0.292212,-26.565,-20.167,-3.199,-23.366,-0.046,-0.056,0.037
173.6613,-869.129453784,-869.070479682,28.4,65.4,20.1,46.2,-869.1282,-869.069055,-869.028549,-871.892973,-871.839511,-871.806153,29,66.1,91.5,16.3,49.8,70.8,33.5,0.3698,0.3849,0.5602,1.388658,0.579555,0.293506,-26.578,-19.91,-3.334,-23.244,-0.051,-0.057,0.02
